,song_id,name_song,listOfNames_song,artist_id,name_artist,listOfNames_artist
7667,6854,TBM Mix,['TBM Mix'],3046,Sample Syndicate,['Sample Syndicate']
7671,6861,"Don't Worry, Be Happy","[""Don't Worry, Be Happy""]",3049,Johnny Camaro,['Johnny Camaro']
7683,6882,Happy Xmas (War Is Over)/ Gelukkig Kerstfeest,"['Happy Xmas (War Is Over)', ' Gelukkig Kerstfeest', 'Happy Xmas ', 'War Is Over', 'Happy Xmas War Is Over']",3058,Artists For Ronald McDonald House/ Artiesten Voor Het Ronald McDonald Huis,"['Artists For Ronald McDonald House', ' Artiesten Voor Het Ronald McDonald Huis']"
7707,6894,Nights Over New York,['Nights Over New York'],3067,Mc Miker G & DJ Sven starring: Mc Miker G,['Mc Miker G & DJ Sven starring: Mc Miker G']
7019,6902,She Drives Me Crazy,['She Drives Me Crazy'],2700,FYC : Fine Young Cannibals,['FYC : Fine Young Cannibals']
7672,6904,Polonaise Hollandaise (Surinaamse Versie),"['Polonaise Hollandaise (Surinaamse Versie)', 'Polonaise Hollandaise ', 'Surinaamse Versie', 'Polonaise Hollandaise Surinaamse Versie']",3049,Johnny Camaro,['Johnny Camaro']
7714,6909,I'm Into Folk,"[""I'm Into Folk""]",3073,Bart Peeters & De Radio's,"[""Bart Peeters & De Radio's""]"
5895,6916,Ballad Of The Streets EP : Belfast Child,['Ballad Of The Streets EP : Belfast Child'],2232,Simple Minds,['Simple Minds']
7716,6917,Love Always Finds A Reason,['Love Always Finds A Reason'],3075,Glenn Medeiros & Ria,['Glenn Medeiros & Ria']
7537,6920,Soulmate,['Soulmate'],2969,The Wee Papa Girl Rappers,['The Wee Papa Girl Rappers']
7727,6925,The Living Years,['The Living Years'],3080,M1ke + The MeChaN1C5,['M1ke + The MeChaN1C5']
7732,6933,Alles Kan Een Mens Gelukkig Maken,['Alles Kan Een Mens Gelukkig Maken'],3085,René Froger & Het Goede Doel,['René Froger & Het Goede Doel']
7739,6936,Wait!,['Wait!'],3088,Dr Robert (From The Blow Monkeys) & Kym Mazelle,['Dr Robert (From The Blow Monkeys) & Kym Mazelle']
6777,6937,Take It To The Street,['Take It To The Street'],2588,Novo Band,['Novo Band']
7743,6943,634-5789 - Live,"['634-5789 - Live', '634']",3090,Tina Turner & Robert Cray,['Tina Turner & Robert Cray']
7744,6945,Mijn Naam Is Jaap,['Mijn Naam Is Jaap'],3091,André Van Duin presenteert: Jaap Aap en De Apen,['André Van Duin presenteert: Jaap Aap en De Apen']
7746,6950,Help!,['Help!'],3093,Bananarama & Lananeeneenoonoo,['Bananarama & Lananeeneenoonoo']
7786,6967,Wonderful,['Wonderful'],3105,Patty and Shift,['Patty and Shift']
7528,6973,Timebomb,['Timebomb'],2962,Selena,['Selena']
7801,6984,Be There,['Be There'],3110,Clive Griffin,['Clive Griffin']
7802,6988,Good Thing,['Good Thing'],3111,FYC,['FYC']
7805,6996,That's How I'm Living,"[""That's How I'm Living""]",3114,Toni Scott,['Toni Scott']
7806,7005,Marina [1989],['Marina [1989]'],3115,Rocco & The Carnations,['Rocco & The Carnations']
7810,7012,Kom Van Dat Dak Af,['Kom Van Dat Dak Af'],3119,Peter Koelewijn en Miker-G & DJ Sven,"['Peter Koelewijn en Miker-G & DJ Sven', 'Peter Koelewijn en Miker']"
7812,7019,Spin Me Around,['Spin Me Around'],3121,Zeon Jones,['Zeon Jones']
7128,7020,Calling Out To Carol,['Calling Out To Carol'],2764,Stan Ridgway,['Stan Ridgway']
7813,7022,Mr. D.J.,['Mr. D.J.'],3122,Joyce Fenderella Irby & Special Guest: Doug E. Fresh,['Joyce Fenderella Irby & Special Guest: Doug E. Fresh']
7828,7031,Memre Den (Gedenk Hen),"['Memre Den (Gedenk Hen)', 'Memre Den ', 'Gedenk Hen', 'Memre Den Gedenk Hen']",3126,Surinam All Stars,['Surinam All Stars']
7829,7036,Just Keep Rockin',"[""Just Keep Rockin'""]",3127,Double Trouble & The Rebel MC,['Double Trouble & The Rebel MC']
7833,7044,Good Good Feeling,['Good Good Feeling'],3131,Eric and The Good Good Feeling,['Eric and The Good Good Feeling']
7840,7050,Check Out The Chicken,['Check Out The Chicken'],3133,Grandmaster Chicken & D.J. Duck,['Grandmaster Chicken & D.J. Duck']
7681,7068,C.Day,['C.Day'],3056,Confetti's,"[""Confetti's""]"
6811,7077,Stay In My Life,['Stay In My Life'],2601,Gerard Joling,['Gerard Joling']
2878,7093,Great Balls Of Fire! [New 1989 Version],['Great Balls Of Fire! [New 1989 Version]'],1011,Jerry Lee Lewis,['Jerry Lee Lewis']
7541,7095,Look Who's Dancing,"[""Look Who's Dancing""]",2971,Ziggy Marley and The Melody Makers,['Ziggy Marley and The Melody Makers']
7884,7104,A Bit Of ..,['A Bit Of ..'],3158,Kiss AMC,['Kiss AMC']
3155,7105,It's Hard To Be Tender,"[""It's Hard To Be Tender""]",1088,Carly Simon,['Carly Simon']
7890,7115,Fine Brown Frame,['Fine Brown Frame'],3163,Lou Rawls (Duet with Dianne Reeves),"['Lou Rawls (Duet with Dianne Reeves)', 'Lou Rawls (Duet ']"
6989,7118,White Horses In The Snow,['White Horses In The Snow'],2682,Maarten Peters,['Maarten Peters']
7252,7127,Name & No.,['Name & No.'],2816,Curiosity Killed The Cat,['Curiosity Killed The Cat']
7796,7139,Eye Know,['Eye Know'],3108,De La Soul,['De La Soul']
7924,7143,Don't Push It,"[""Don't Push It""]",3175,Ruth Joy,['Ruth Joy']
7925,7144,Get Busy,['Get Busy'],3176,Mr. Lee,['Mr. Lee']
7930,7147,Laat Je Gaan,['Laat Je Gaan'],3179,Petra & Co,['Petra & Co']
7935,7161,Hé Komaan,['Hé Komaan'],3182,Dimitri Van Toren & Flairck,['Dimitri Van Toren & Flairck']
7937,7164,Eleni,['Eleni'],3184,Cees Tol & Thomas Tol,['Cees Tol & Thomas Tol']
5898,7167,The Amsterdam EP : Sign O' The Times,"[""The Amsterdam EP : Sign O' The Times""]",2232,Simple Minds,['Simple Minds']
7941,7168,Do They Know It's Christmas?,"[""Do They Know It's Christmas?""]",3186,Band Aid II,['Band Aid II']
2867,7179,The Wall Came Tumbling Down,['The Wall Came Tumbling Down'],1006,Bolland & Bolland,['Bolland & Bolland']
7949,7184,Do What You Want,['Do What You Want'],3190,2 In A Room,['2 In A Room']
7958,7194,En Nou Die Hèndjes De Lucht In,['En Nou Die Hèndjes De Lucht In'],3194,Van Alles Wè m.m.v. C.V. De Loeiers,['Van Alles Wè m.m.v. C.V. De Loeiers']
3002,7197,Op De Deksel Van De Jampot...,['Op De Deksel Van De Jampot...'],1049,Vader Abraham,['Vader Abraham']
7962,7200,Wij Doen Zelf Straks Het Licht Wel Uit,['Wij Doen Zelf Straks Het Licht Wel Uit'],3198,Sus-5,"['Sus-5', 'Sus']"
7860,7201,Welcome To The Terror Dome,['Welcome To The Terror Dome'],3145,Public Enemy,['Public Enemy']
7435,7218,Ik Zat Effe Nie Op Te Lette...,['Ik Zat Effe Nie Op Te Lette...'],2921,Bertus Staigerpaip,['Bertus Staigerpaip']
7931,7223,Jij Daar!,['Jij Daar!'],3179,Petra & Co,['Petra & Co']
7990,7225,Put Your Hands Together,['Put Your Hands Together'],3208,D Mob,['D Mob']
4425,7244,Vulgaris Magistralis,['Vulgaris Magistralis'],1586,Normaal,['Normaal']
8014,7251,Better World,['Better World'],3221,Rebel MC,['Rebel MC']
8017,7256,The Brits 1990 - Dance Medley,"['The Brits 1990 - Dance Medley', 'The Brits 1990 ']",3223,The Brits 1990,['The Brits 1990']
8018,7257,This Beat Is Technotronic,['This Beat Is Technotronic'],3224,MC B. featuring Daisy Dee,"['MC B. featuring Daisy Dee', 'MC B. ']"
8022,7265,Jump On The Floor,['Jump On The Floor'],3227,Black Kiss featuring Cherita,"['Black Kiss featuring Cherita', 'Black Kiss ']"
5918,7272,The Sex Of It,['The Sex Of It'],2241,Kid Creole and The Coconuts,['Kid Creole and The Coconuts']
7926,7279,Pump That Body,['Pump That Body'],3176,Mr. Lee,['Mr. Lee']
4309,7280,All I Wanna Do Is Make Love To You,['All I Wanna Do Is Make Love To You'],1542,Heart ((USA)),['Heart ((USA))']
8030,7281,Hand In Hand Achter Oranje,['Hand In Hand Achter Oranje'],3233,Het Nederlands Elftal & Ron Brandsteder en De Havenzangers,['Het Nederlands Elftal & Ron Brandsteder en De Havenzangers']
8003,7300,Crazy 4U,['Crazy 4U'],3213,Sybil,['Sybil']
7963,7302,We Zullen Ze....,['We Zullen Ze....'],3198,Sus-5,"['Sus-5', 'Sus']"
8097,7308,Back By Dope Demand,['Back By Dope Demand'],3246,King Bee,['King Bee']
8139,7327,Blueshouse,['Blueshouse'],3258,B.B. Queen,['B.B. Queen']
8142,7329,One More Night,['One More Night'],3259,Mildred Douglas,['Mildred Douglas']
8147,7332,Sympathy For The Devil,['Sympathy For The Devil'],3262,Buffalo Bob and The Rinkelstars,['Buffalo Bob and The Rinkelstars']
8182,7352,Get In The Groove,['Get In The Groove'],3272,Wee Papa Girl Rappers,['Wee Papa Girl Rappers']
6273,7363,Dolce Vita [Nieuwe Versie],['Dolce Vita [Nieuwe Versie]'],2378,Ryan Paris,['Ryan Paris']
8189,7367,Move To The Bigband,['Move To The Bigband'],3277,Ben Liebrand featuring Tony Scott,"['Ben Liebrand featuring Tony Scott', 'Ben Liebrand ']"
8191,7370,It's On You,"[""It's On You""]",3279,M.C.Sar & The Real McCoy,['M.C.Sar & The Real McCoy']
8198,7380,Jack Talking,['Jack Talking'],3283,Dave Stewart and The Spiritual Cowboys,['Dave Stewart and The Spiritual Cowboys']
6812,7381,Corazón,['Corazón'],2601,Gerard Joling,['Gerard Joling']
8098,7400,Must Bee The Music,['Must Bee The Music'],3246,King Bee,['King Bee']
7694,7403,I've Got You Under My Skin,"[""I've Got You Under My Skin""]",3064,Neneh Cherry,['Neneh Cherry']
8213,7411,Duet,['Duet'],3295,Brigitte Kaandorp en Herman Finkers,['Brigitte Kaandorp en Herman Finkers']
4076,7413,La Colegiala,['La Colegiala'],1441,Sandra Reemer,['Sandra Reemer']
8222,7435,Doe Mij Maar Na,['Doe Mij Maar Na'],3302,Vader Abraham en De Smurfen,['Vader Abraham en De Smurfen']
8225,7438,Sadeness Part 1,['Sadeness Part 1'],3305,Enigma,['Enigma']
8229,7439,Don't Stop,"[""Don't Stop""]",3306,M.C.Sar & The Real McCoy feat. Sunday,"['M.C.Sar & The Real McCoy feat. Sunday', 'M.C.Sar & The Real McCoy ']"
8140,7441,Soultrain,['Soultrain'],3258,B.B. Queen,['B.B. Queen']
4089,7442,Freedom,['Freedom'],1442,Anita Meyer,['Anita Meyer']
7465,7447,Giving You The Benefit,['Giving You The Benefit'],2934,Pebbles ((1988)),['Pebbles ((1988))']
8247,7467,Operaa House,['Operaa House'],3314,Malcolm McLaren presents The World Famous Supreme Team Show,['Malcolm McLaren presents The World Famous Supreme Team Show']
8252,7473,Mamma 'k Wil Een Man He!,"[""Mamma 'k Wil Een Man He!""]",3319,Jody Singers,['Jody Singers']
8256,7477,I Wanna Get With U,['I Wanna Get With U'],3323,Guy,['Guy']
8264,7484,Lekker Swingen Met Die Hap,['Lekker Swingen Met Die Hap'],3327,Hans Versnel & De Meestermixers,"['Hans Versnel & De Meestermixers', 'Hans Versnel & De Meestermi']"
8265,7488,Can't Help Myself,"[""Can't Help Myself""]",3328,2 Brothers On The 4th Floor & Da Smooth Baron MC,['2 Brothers On The 4th Floor & Da Smooth Baron MC']
6092,7491,De Kreten-Kraker,"['De Kreten-Kraker', 'De Kreten']",2297,Franky Boy,['Franky Boy']
8266,7494,Liefde Voor Muziek,['Liefde Voor Muziek'],3329,Raymond v/h Groenewoud,"['Raymond v', 'h Groenewoud']"
8267,7496,Gaode Vanaovond Mee Stappe,['Gaode Vanaovond Mee Stappe'],3330,Van Alles Wè (Danny en Wim),['Van Alles Wè (Danny en Wim)']
8281,7513,Goede Tijden Slechte Tijden,['Goede Tijden Slechte Tijden'],3339,Lisa Boray & Louis De Vries,['Lisa Boray & Louis De Vries']
8282,7514,Een Beetje Misselijk,['Een Beetje Misselijk'],3340,Buster Fonteijn,['Buster Fonteijn']
8299,7522,Satisfaction,['Satisfaction'],3345,M.C. Juice,['M.C. Juice']
8301,7528,Games - The Kids Get Hard Mix,"['Games - The Kids Get Hard Mix', 'Games ']",3347,NKOTB,['NKOTB']
8317,7545,Here We Go,['Here We Go'],3352,C + C Music Factory presents Freedom Williams and Zelma Davis,['C + C Music Factory presents Freedom Williams and Zelma Davis']
7996,7551,Mega Mix,['Mega Mix'],3210,Snap!,['Snap!']
8141,7566,I'm in the mood (For Something Good),"[""I'm in the mood (For Something Good)"", ""I'm in the mood "", 'For Something Good', ""I'm in the mood For Something Good""]",3258,B.B. Queen,['B.B. Queen']
8323,7567,Nuit,['Nuit'],3357,Fredericks Goldman Jones,['Fredericks Goldman Jones']
7245,7570,Wind Of Change,['Wind Of Change'],2813,Scorpions ((DEU)),['Scorpions ((DEU))']
8325,7572,Grease The Dream Mix,['Grease The Dream Mix'],3359,"Frankie Valli, John Travolta and Olivia Newton-John","['Frankie Valli, John Travolta and Olivia Newton-John', 'Frankie Valli, John Travolta and Olivia Newton', 'Frankie Valli']"
8326,7576,Ring My Bell,['Ring My Bell'],3360,Monie Love vs Adeva,['Monie Love vs Adeva']
8334,7587,Word Of Mouth,['Word Of Mouth'],3366,M1ke & The MeChaN1C5,['M1ke & The MeChaN1C5']
8335,7588,Baby Come Back,['Baby Come Back'],3367,BC & The Basic Boom,['BC & The Basic Boom']
8336,7590,I Dreamed A Dream - Theme From Les Misérables,"['I Dreamed A Dream - Theme From Les Misérables', 'I Dreamed A Dream ']",3368,Chess,['Chess']
8302,7599,Call It What You Want,['Call It What You Want'],3347,NKOTB,['NKOTB']
7947,7600,From Da Soul,['From Da Soul'],3189,Tony Scott,['Tony Scott']
8346,7602,White Men,['White Men'],3372,The Pilgrims,['The Pilgrims']
8347,7603,Special Girl,['Special Girl'],3373,New Jack Style,['New Jack Style']
7938,7611,Sedalia,['Sedalia'],3184,Cees Tol & Thomas Tol,['Cees Tol & Thomas Tol']
8099,7613,Cold Slammin',"[""Cold Slammin'""]",3246,King Bee,['King Bee']
8366,7621,Breek De Stilte,['Breek De Stilte'],3382,Stef & Bob,['Stef & Bob']
7542,7623,Kozmik,['Kozmik'],2971,Ziggy Marley and The Melody Makers,['Ziggy Marley and The Melody Makers']
8372,7628,Giddy Up Go,['Giddy Up Go'],3387,Paul De Leeuw alias Bob De Rooy,['Paul De Leeuw alias Bob De Rooy']
6873,7632,Ain't My Beating Heart,"[""Ain't My Beating Heart""]",2628,Ten Sharp,['Ten Sharp']
7246,7639,Send Me An Angel,['Send Me An Angel'],2813,Scorpions ((DEU)),['Scorpions ((DEU))']
6813,7651,Tu Solo Tu,['Tu Solo Tu'],2601,Gerard Joling,['Gerard Joling']
7225,7653,Words,['Words'],2801,Nadieh,['Nadieh']
5001,7665,The Wild Places '91,"[""The Wild Places '91""]",1832,Duncan Browne,['Duncan Browne']
8406,7673,7 Ways To Love,['7 Ways To Love'],3404,Cola Boy,['Cola Boy']
8407,7674,Beethoven,['Beethoven'],3405,Linda ((De Mol)),['Linda ((De Mol))']
8416,7681,Rave The Rhythm,['Rave The Rhythm'],3408,Channel X,['Channel X']
3586,7689,Sexdrive,['Sexdrive'],1252,Rolling Stones,['Rolling Stones']
8441,7693,Kick Back For The Rave Alarm - Rap Remix,"['Kick Back For The Rave Alarm - Rap Remix', 'Kick Back For The Rave Alarm ']",3415,Praga Khan feat. J.J.,"['Praga Khan feat. J.J.', 'Praga Khan ']"
8330,7711,Something Special,['Something Special'],3363,Nomad,['Nomad']
8339,7727,Nocturne,['Nocturne'],3370,T99,['T99']
8471,7739,Over And Over Again,['Over And Over Again'],3430,Robby Valentine,['Robby Valentine']
7948,7742,Gimme Some (Swing It Baby),"['Gimme Some (Swing It Baby)', 'Gimme Some ', 'Swing It Baby', 'Gimme Some Swing It Baby']",3189,Tony Scott,['Tony Scott']
8485,7752,Smells Like Teen Spirit,['Smells Like Teen Spirit'],3435,Nirvana ((USA)),['Nirvana ((USA))']
8510,7761,Skat Strut,['Skat Strut'],3439,MC Skat Kat and The Stray Mob,['MC Skat Kat and The Stray Mob']
7799,7771,Keepin' The Faith,"[""Keepin' The Faith""]",3108,De La Soul,['De La Soul']
8519,7776,Who The Fuck Is James Brown?,['Who The Fuck Is James Brown?'],3443,Traumatic Stress,['Traumatic Stress']
7902,7777,What The Fuck Are We Saying?,['What The Fuck Are We Saying?'],3171,Lenny Kravitz,['Lenny Kravitz']
8363,7778,Everybody Move,['Everybody Move'],3379,Cathy Dennis,['Cathy Dennis']
8525,7789,Je Hebt Me Belazerd,['Je Hebt Me Belazerd'],3448,Johnny ((1992)),['Johnny ((1992))']
8530,7794,Don't Talk Just Kiss,"[""Don't Talk Just Kiss""]",3452,R*S*F (Right Said Fred),['R*S*F (Right Said Fred)']
4462,7804,Ik Sta Liever Op De Ski,['Ik Sta Liever Op De Ski'],1594,De Havenzangers,['De Havenzangers']
8560,7809,Overal Lagen Peuken,['Overal Lagen Peuken'],3461,Lennard Landman,['Lennard Landman']
3003,7812,Vandaag Zal Heel De Wereld Even Anders Zijn,['Vandaag Zal Heel De Wereld Even Anders Zijn'],1049,Vader Abraham,['Vader Abraham']
8561,7813,Ik Wil Alleen Maar Hoempapa,['Ik Wil Alleen Maar Hoempapa'],3462,Sus 5,['Sus 5']
8562,7814,Feel The Rhythm,['Feel The Rhythm'],3463,Def La Desh & The Fresh Witness,['Def La Desh & The Fresh Witness']
8566,7816,She Got Soul,['She Got Soul'],3465,Jamestown featuring Jocelyn Brown,"['Jamestown featuring Jocelyn Brown', 'Jamestown ']"
8472,7819,Love Takes Me Higher,['Love Takes Me Higher'],3430,Robby Valentine,['Robby Valentine']
8567,7821,The Greenhouse Effect,['The Greenhouse Effect'],3466,Part 2 featuring Tony Scott,"['Part 2 featuring Tony Scott', 'Part 2 ']"
8587,7831,Ik Wou Dat Ik Voor Één Keer In M'n Leven,"[""Ik Wou Dat Ik Voor Één Keer In M'n Leven""]",3472,Lee Towers & Bart De Graaff,['Lee Towers & Bart De Graaff']
8526,7839,Alie-Mentatie,"['Alie-Mentatie', 'Alie']",3448,Johnny ((1992)),['Johnny ((1992))']
8272,7842,America: What Time Is Love?,['America: What Time Is Love?'],3332,The KLF,['The KLF']
8486,7845,Come As You Are,['Come As You Are'],3435,Nirvana ((USA)),['Nirvana ((USA))']
4557,7849,Kaplaarzen (De Rubberen Laarzen),"['Kaplaarzen (De Rubberen Laarzen)', 'Kaplaarzen ', 'De Rubberen Laarzen', 'Kaplaarzen De Rubberen Laarzen']",1639,Dingetje,['Dingetje']
8591,7851,To Be With You,['To Be With You'],3476,Mr. Big ((USA)),['Mr. Big ((USA))']
8594,7852,Song Of Ocarina,['Song Of Ocarina'],3477,J.P. Audin & Diego Modena,['J.P. Audin & Diego Modena']
6874,7863,Rich Man,['Rich Man'],2628,Ten Sharp,['Ten Sharp']
8612,7876,Ben D'r Helemaal Klaar Voor!,"[""Ben D'r Helemaal Klaar Voor!""]",3486,Blunt Axe,"['Blunt Axe', 'Blunt A']"
8622,7898,Waar Ze Loopt Te Wandelen,['Waar Ze Loopt Te Wandelen'],3494,Henk Westbroek,['Henk Westbroek']
8627,7907,Psychotronic,['Psychotronic'],3497,Sequencial,['Sequencial']
8629,7908,Feyenoord - Wij Houden Van Die Club,"['Feyenoord - Wij Houden Van Die Club', 'Feyenoord ']",3498,Feyenoord Rotterdam Selectie '92,"[""Feyenoord Rotterdam Selectie '92""]"
7888,7913,Gypsy Rhythm,['Gypsy Rhythm'],3161,Raúl Orellana,['Raúl Orellana']
6627,7922,Toofunky,['Toofunky'],2524,George Michael,['George Michael']
8634,7924,Ajax Is Art,['Ajax Is Art'],3502,Robbie & The Kock,['Robbie & The Kock']
8592,7929,Just Take My Heart,['Just Take My Heart'],3476,Mr. Big ((USA)),['Mr. Big ((USA))']
8638,7931,Aanvallen,['Aanvallen'],3505,HousEK'92,"[""HousEK'92""]"
8639,7933,Forbidden Love,['Forbidden Love'],3506,Bronx Style Bob,"['Bronx Style Bob', 'Bron']"
8648,7951,Eva,['Eva'],3512,Rick De Vito,['Rick De Vito']
8487,7960,Lithium,['Lithium'],3435,Nirvana ((USA)),['Nirvana ((USA))']
7436,7966,Wij Zijn De Jongens Van Den Bouw,['Wij Zijn De Jongens Van Den Bouw'],2921,Bertus Staigerpaip,['Bertus Staigerpaip']
8663,7968,Can't Take My Eyes Off You,"[""Can't Take My Eyes Off You""]",3521,Tatjana Simic & Gerard Joling,['Tatjana Simic & Gerard Joling']
8665,7970,Baby Got Back,['Baby Got Back'],3523,SirMixaLot,"['SirMixaLot', 'SirMi']"
8685,7994,Have A Nice Day,['Have A Nice Day'],3534,2 The Core,['2 The Core']
8692,8005,Woenderbaar,['Woenderbaar'],3538,Willem Dût Normaal,['Willem Dût Normaal']
8628,8031,Big Boom!,['Big Boom!'],3497,Sequencial,['Sequencial']
8708,8035,Teygo Makandra,['Teygo Makandra'],3547,Ruth Jacott & Hans Vermeulen,['Ruth Jacott & Hans Vermeulen']
8650,8036,I'll Never Know,"[""I'll Never Know""]",3513,Beckie Bell,['Beckie Bell']
7579,8040,Start Me Up,['Start Me Up'],2990,Salt-N-Pepa,"['Salt-N-Pepa', 'Salt']"
8444,8047,I'm Raving/O Si Nene,"[""I'm Raving"", 'O Si Nene']",3417,L.A. Style,['L.A. Style']
8713,8058,Alles Naar De Kl--te,"['Alles Naar De Kl--te', 'Alles Naar De Kl']",3552,Euromasters,['Euromasters']
8547,8071,Back To The Light,['Back To The Light'],3457,Brian May,['Brian May']
8720,8075,Brand,['Brand'],3557,Sylvia Millecam,['Sylvia Millecam']
8722,8078,Take Me With You (When You Go),"['Take Me With You (When You Go)', 'Take Me With You ', 'When You Go', 'Take Me With You When You Go']",3559,The Jawhawks,['The Jawhawks']
4430,8079,Vrolijk HøKerstfeest,['Vrolijk HøKerstfeest'],1586,Normaal,['Normaal']
8726,8089,Dicht Bij Elkaar,['Dicht Bij Elkaar'],3563,Vader Abraham en Carry Tefsen,['Vader Abraham en Carry Tefsen']
8740,8109,Het Grote Puntje Puntje Lied,['Het Grote Puntje Puntje Lied'],3572,C'est Tout en De Kroeg,"[""C'est Tout en De Kroeg""]"
8521,8111,Alive & Kicking,['Alive & Kicking'],3444,East Side Beat,['East Side Beat']
3252,8120,Mockin' Bird Hill,"[""Mockin' Bird Hill""]",1122,Albert West,['Albert West']
3004,8127,"Mien, Laat De Liefde Aan Me Zien","['Mien, Laat De Liefde Aan Me Zien']",1049,Vader Abraham,['Vader Abraham']
8751,8129,Na Drieën Op De Knieën,['Na Drieën Op De Knieën'],3578,John & Graads,['John & Graads']
8757,8133,Ja Daar Is Romario,['Ja Daar Is Romario'],3580,Samba Souza,['Samba Souza']
8758,8135,One In Ten,['One In Ten'],3581,808 State & UB40,['808 State & UB40']
8759,8137,I Will Always Love You,['I Will Always Love You'],3582,Tears N' Joy,"[""Tears N' Joy""]"
8760,8139,Hieringe Biete - Live,"['Hieringe Biete - Live', 'Hieringe Biete ']",3583,Maastrichts Salon Orkest o.l.v. André Rieu,['Maastrichts Salon Orkest o.l.v. André Rieu']
